date,store_id,sku,category,units_sold,inventory_level,units_ordered,price,promotion,weather,is_holiday
2024-04-10,S05,SKU020,Dairy,5,38,0,12.59,1,Cloudy,0
2024-04-10,S05,SKU005,Household,2,6,13,16.44,0,Rainy,0
2024-04-10,S05,SKU003,Snacks,5,28,36,3.5,0,Hot,0
2024-04-11,S01,SKU015,Beverages,13,30,35,7.03,1,Sunny,0
2024-04-11,S01,SKU009,Dairy,4,24,17,17.54,0,Sunny,0
2024-04-11,S01,SKU012,Dairy,8,18,24,18.43,0,Hot,0
2024-04-11,S01,SKU006,Snacks,5,42,0,19.1,0,Cold,0
2024-04-11,S01,SKU007,Dairy,14,46,0,5.98,0,Sunny,0
2024-04-11,S01,SKU019,Frozen,6,24,28,16.67,0,Cold,0
2024-04-11,S02,SKU018,Beverages,6,36,0,1.89,0,Rainy,0
2024-04-11,S02,SKU006,Frozen,5,23,25,1.62,0,Cold,0
2024-04-11,S02,SKU020,Frozen,6,42,0,16.53,0,Cloudy,0
2024-04-11,S02,SKU010,Snacks,6,45,0,17.21,0,Sunny,0
2024-04-11,S02,SKU004,Frozen,13,24,25,10.51,1,Hot,0
2024-04-11,S02,SKU015,Dairy,14,27,48,1.7,0,Hot,0
2024-04-11,S03,SKU005,Dairy,8,21,33,11.92,0,Sunny,0
2024-04-11,S03,SKU001,Frozen,9,45,0,8.19,0,Cold,0
2024-04-11,S03,SKU018,Dairy,5,44,0,15.44,0,Sunny,0
2024-04-11,S03,SKU017,Household,11,14,34,6.08,0,Rainy,0
2024-04-11,S03,SKU011,Snacks,12,32,0,14.74,0,Sunny,0
2024-04-11,S03,SKU016,Household,4,26,42,6.49,0,Cold,0
2024-04-11,S04,SKU015,Household,17,19,30,3.65,0,Hot,0
2024-04-11,S04,SKU011,Beverages,11,30,42,16.82,0,Hot,0
2024-04-11,S04,SKU004,Dairy,1,32,0,14.5,0,Cloudy,0
2024-04-11,S04,SKU016,Beverages,7,19,30,18.38,0,Cold,0
2024-04-11,S04,SKU002,Frozen,14,25,36,6.78,0,Cold,0
2024-04-11,S04,SKU003,Household,11,19,40,8.55,0,Cold,0
2024-04-11,S05,SKU008,Household,11,34,0,8.32,0,Cold,0
2024-04-11,S05,SKU015,Snacks,15,24,14,11.48,1,Cold,0
2024-04-11,S05,SKU012,Household,4,14,31,17.65,0,Rainy,0
2024-04-11,S05,SKU003,Household,12,27,17,0.74,1,Hot,0
2024-04-11,S05,SKU011,Snacks,2,34,0,5.5,0,Sunny,0
2024-04-11,S05,SKU001,Dairy,2,21,18,3.08,0,Hot,0
2024-04-12,S01,SKU007,Frozen,10,45,0,4.01,0,Cold,0
2024-04-12,S01,SKU001,Snacks,7,29,10,16.64,0,Cloudy,0
2024-04-12,S01,SKU003,Frozen,8,47,0,13.59,0,Rainy,0
2024-04-12,S01,SKU015,Dairy,3,19,14,0.54,0,Rainy,0
2024-04-12,S01,SKU018,Household,3,45,0,11.72,0,Sunny,0
2024-04-12,S01,SKU009,Household,3,35,0,8,0,Cold,0
2024-04-12,S02,SKU017,Frozen,7,45,0,4.65,0,Cloudy,0
2024-04-12,S02,SKU002,Dairy,7,25,21,10.47,0,Cloudy,0
2024-04-12,S02,SKU012,Frozen,6,27,22,2.74,0,Cloudy,0
2024-04-12,S02,SKU013,Dairy,9,25,45,6.94,1,Sunny,0
2024-04-12,S02,SKU005,Beverages,1,19,46,9.1,0,Sunny,0
2024-04-12,S02,SKU018,Dairy,1,43,0,18,0,Hot,0
2024-04-12,S03,SKU012,Frozen,2,29,47,4.75,0,Rainy,0
2024-04-12,S03,SKU020,Frozen,17,34,0,4.2,1,Sunny,0
2024-04-12,S03,SKU010,Frozen,10,37,0,17.62,0,Rainy,0
2024-04-12,S03,SKU015,Dairy,11,23,21,4.91,0,Cloudy,0
2024-04-12,S03,SKU003,Snacks,6,13,48,0.67,0,Cold,0
2024-04-12,S03,SKU004,Frozen,8,30,22,6.4,0,Rainy,0
2024-04-12,S04,SKU014,Frozen,8,45,0,2.36,0,Hot,0
2024-04-12,S04,SKU005,Household,15,27,28,5.86,0,Hot,0
2024-04-12,S04,SKU003,Dairy,13,32,0,19.37,0,Rainy,0
2024-04-12,S04,SKU019,Beverages,2,22,18,14.67,0,Sunny,0
2024-04-12,S04,SKU007,Household,8,26,47,7.38,0,Sunny,0
2024-04-12,S04,SKU017,Frozen,6,27,22,14.72,0,Cloudy,0
2024-04-12,S05,SKU003,Household,11,42,0,13.19,0,Cloudy,0
2024-04-12,S05,SKU001,Frozen,3,22,28,11.36,0,Hot,0
2024-04-12,S05,SKU014,Household,8,27,13,15.95,0,Cold,0
2024-04-12,S05,SKU009,Snacks,9,32,0,6.82,0,Cold,0
2024-04-12,S05,SKU018,Snacks,4,18,39,6.92,0,Cloudy,0
2024-04-12,S05,SKU020,Snacks,4,33,0,12.59,0,Cold,0
2024-04-13,S01,SKU013,Dairy,7,28,39,11.42,0,Rainy,0
2024-04-13,S01,SKU010,Dairy,15,41,0,4.24,0,Rainy,0
2024-04-13,S01,SKU018,Frozen,8,34,0,8.33,0,Cold,0
2024-04-13,S01,SKU016,Beverages,11,15,45,17.36,0,Rainy,0
2024-04-13,S01,SKU002,Dairy,2,40,0,16.17,0,Cold,0
2024-04-13,S01,SKU014,Frozen,10,32,0,7.97,0,Sunny,0
2024-04-13,S02,SKU010,Beverages,1,46,0,9.6,0,Rainy,0
2024-04-13,S02,SKU014,Frozen,8,46,0,13.76,0,Sunny,0
2024-04-13,S02,SKU006,Beverages,6,47,0,15.45,0,Cloudy,0
2024-04-13,S02,SKU016,Dairy,5,34,0,15.45,0,Hot,0
2024-04-13,S02,SKU008,Household,10,34,0,1.72,0,Rainy,0
2024-04-13,S02,SKU001,Dairy,4,47,0,15.6,0,Cold,0
2024-04-13,S03,SKU016,Dairy,9,25,41,19.23,0,Rainy,0
2024-04-13,S03,SKU004,Beverages,8,41,0,0.73,0,Hot,0
2024-04-13,S03,SKU012,Frozen,4,27,28,8.04,0,Cloudy,0
2024-04-13,S03,SKU017,Snacks,7,37,0,16.29,1,Hot,0
2024-04-13,S03,SKU001,Beverages,10,13,46,2.85,1,Cloudy,0
2024-04-13,S03,SKU014,Frozen,11,46,0,15.85,0,Cold,0
2024-04-13,S04,SKU012,Snacks,7,28,30,11.73,0,Cold,0
2024-04-13,S04,SKU002,Snacks,12,22,35,6.11,0,Hot,0
2024-04-13,S04,SKU010,Household,12,15,30,15.32,0,Cold,0
2024-04-13,S04,SKU018,Household,7,19,13,0.98,0,Cold,0
2024-04-13,S04,SKU003,Dairy,6,27,46,15.14,0,Hot,0
2024-04-13,S04,SKU009,Dairy,9,32,0,14.35,0,Cold,0
2024-04-13,S05,SKU012,Snacks,4,37,0,18.53,0,Cold,0
2024-04-13,S05,SKU004,Dairy,6,43,0,18.66,0,Cloudy,0
2024-04-13,S05,SKU018,Frozen,11,26,13,0.64,0,Sunny,0
2024-04-13,S05,SKU020,Snacks,11,31,0,6.66,1,Cold,0
2024-04-13,S05,SKU005,Snacks,9,23,33,9.04,0,Rainy,0
2024-04-13,S05,SKU001,Snacks,7,47,0,12.13,0,Rainy,0
2024-04-14,S01,SKU018,Beverages,11,27,13,3.95,0,Hot,0
2024-04-14,S01,SKU017,Snacks,15,34,0,16.14,1,Sunny,0
2024-04-14,S01,SKU020,Frozen,6,30,22,17.31,0,Sunny,0
2024-04-14,S01,SKU004,Dairy,7,34,0,10.93,0,Cold,0
2024-04-14,S01,SKU014,Frozen,14,33,0,8.65,0,Rainy,0
2024-04-14,S01,SKU008,Household,7,30,28,4.57,0,Cloudy,0
2024-04-14,S02,SKU011,Snacks,7,36,0,5.96,0,Cloudy,0
2024-04-14,S02,SKU006,Snacks,5,16,26,19.27,0,Cloudy,0
2024-04-14,S02,SKU010,Dairy,11,40,0,8.53,0,Hot,0
2024-04-14,S02,SKU001,Snacks,5,42,0,12.84,0,Cloudy,0
2024-04-14,S02,SKU004,Frozen,7,28,19,19.04,0,Hot,0
2024-04-14,S02,SKU016,Beverages,8,25,28,6.67,0,Cloudy,0
2024-04-14,S03,SKU016,Household,1,37,0,7.03,0,Rainy,0
2024-04-14,S03,SKU014,Frozen,5,47,0,15.34,0,Rainy,0
2024-04-14,S03,SKU002,Dairy,9,30,25,14.98,0,Rainy,1
2024-04-14,S03,SKU007,Dairy,5,13,18,18.68,0,Rainy,0
2024-04-14,S03,SKU004,Beverages,9,22,13,18.74,0,Sunny,0
2024-04-14,S03,SKU001,Household,8,34,0,0.6,0,Rainy,0
2024-04-14,S04,SKU007,Dairy,4,16,25,9.99,0,Hot,0
2024-04-14,S04,SKU006,Dairy,13,32,0,5.3,0,Rainy,0
2024-04-14,S04,SKU012,Household,9,40,0,8.6,0,Cloudy,0
2024-04-14,S04,SKU001,Household,16,34,0,18.02,1,Cloudy,0
2024-04-14,S04,SKU003,Household,10,28,38,10.53,0,Rainy,0
2024-04-14,S04,SKU016,Household,9,37,0,12.38,0,Sunny,0
2024-04-14,S05,SKU017,Household,4,23,39,16.73,0,Cold,1
2024-04-14,S05,SKU007,Beverages,3,39,0,0.7,0,Cold,0
2024-04-14,S05,SKU019,Household,5,31,0,13.22,0,Hot,0
2024-04-14,S05,SKU010,Frozen,11,19,14,3.23,0,Sunny,0
2024-04-14,S05,SKU006,Household,4,47,0,16.47,0,Cold,0
2024-04-14,S05,SKU015,Beverages,10,48,0,16.19,0,Hot,0
2024-04-15,S01,SKU012,Beverages,5,15,32,16.19,0,Sunny,0
2024-04-15,S01,SKU013,Dairy,10,23,19,6.12,0,Sunny,0
2024-04-15,S01,SKU014,Beverages,8,34,0,11.72,0,Hot,0
2024-04-15,S01,SKU007,Frozen,15,16,16,8.89,1,Rainy,0
2024-04-15,S01,SKU008,Beverages,8,36,0,11.67,0,Rainy,0
2024-04-15,S01,SKU017,Household,5,22,46,6.41,0,Cold,0
2024-04-15,S02,SKU005,Dairy,13,14,12,17.42,1,Sunny,0
2024-04-15,S02,SKU016,Frozen,13,45,0,16.65,0,Sunny,0
2024-04-15,S02,SKU012,Beverages,12,45,0,10.91,1,Sunny,0
2024-04-15,S02,SKU010,Frozen,7,32,0,16.07,1,Cloudy,0
2024-04-15,S02,SKU002,Dairy,10,13,48,8.82,0,Rainy,0
2024-04-15,S02,SKU019,Frozen,5,27,28,7.85,0,Cloudy,0
2024-04-15,S03,SKU020,Frozen,11,33,0,18.7,0,Sunny,0
2024-04-15,S03,SKU010,Snacks,5,21,46,2.65,0,Sunny,0
2024-04-15,S03,SKU015,Beverages,14,33,0,17.58,0,Cold,0
2024-04-15,S03,SKU008,Frozen,8,32,0,18.92,0,Sunny,0
2024-04-15,S03,SKU014,Dairy,8,26,37,1.12,0,Cold,0
2024-04-15,S03,SKU005,Snacks,6,8,12,1.55,0,Sunny,0
2024-04-15,S04,SKU001,Beverages,4,28,49,5.99,0,Sunny,0
2024-04-15,S04,SKU016,Beverages,3,21,39,10.02,0,Sunny,0
2024-04-15,S04,SKU004,Snacks,8,12,39,3.15,0,Cloudy,0
2024-04-15,S04,SKU013,Frozen,9,35,0,18.52,0,Rainy,0
2024-04-15,S04,SKU015,Frozen,1,47,0,14.02,0,Cloudy,0
2024-04-15,S04,SKU009,Household,7,29,40,16.91,0,Cloudy,0
2024-04-15,S05,SKU004,Snacks,9,36,0,11.69,0,Cold,0
2024-04-15,S05,SKU006,Household,9,22,42,2.22,1,Rainy,0
2024-04-15,S05,SKU003,Frozen,11,19,36,15.13,0,Cloudy,0
2024-04-15,S05,SKU012,Beverages,8,18,16,16.93,0,Rainy,0
2024-04-15,S05,SKU007,Snacks,11,15,33,7.69,0,Cloudy,0
2024-04-15,S05,SKU019,Frozen,8,27,34,4.27,0,Hot,0
2024-04-16,S01,SKU016,Household,7,30,39,15.71,0,Sunny,0
2024-04-16,S01,SKU009,Frozen,7,25,36,15.44,0,Cloudy,0
2024-04-16,S01,SKU019,Frozen,5,20,26,7.18,0,Sunny,0
2024-04-16,S01,SKU013,Household,19,34,0,18.2,1,Cold,0
2024-04-16,S01,SKU012,Dairy,7,14,23,18.58,0,Cloudy,0
2024-04-16,S01,SKU008,Snacks,13,34,0,17.62,1,Cold,0
2024-04-16,S02,SKU015,Snacks,17,23,29,7.65,1,Sunny,0
2024-04-16,S02,SKU004,Snacks,14,23,24,17.77,0,Hot,0
2024-04-16,S02,SKU019,Beverages,10,25,31,13.09,0,Cloudy,0
2024-04-16,S02,SKU009,Beverages,9,43,0,15.72,0,Cold,0
2024-04-16,S02,SKU016,Beverages,11,36,0,13.84,1,Rainy,0
2024-04-16,S02,SKU008,Beverages,8,24,17,0.96,1,Cold,0
2024-04-16,S03,SKU016,Dairy,3,9,19,3.58,0,Cold,0
2024-04-16,S03,SKU001,Household,6,48,0,6.51,0,Cold,0
2024-04-16,S03,SKU006,Household,4,45,0,15.83,0,Hot,0
2024-04-16,S03,SKU013,Beverages,12,49,0,16.04,0,Cloudy,0
2024-04-16,S03,SKU011,Beverages,7,16,18,14.9,0,Sunny,0
2024-04-16,S03,SKU003,Household,9,27,20,9.52,0,Sunny,0
2024-04-16,S04,SKU016,Household,6,47,0,16.18,1,Cloudy,0
2024-04-16,S04,SKU015,Dairy,9,44,0,17.51,1,Cold,0
2024-04-16,S04,SKU007,Household,10,15,27,11.72,1,Cold,0
2024-04-16,S04,SKU010,Dairy,13,34,0,4.66,0,Sunny,0
2024-04-16,S04,SKU020,Household,6,32,0,2.48,0,Sunny,0
2024-04-16,S04,SKU008,Household,6,21,21,13.89,0,Cold,0
2024-04-16,S05,SKU001,Dairy,10,37,0,4.88,0,Cold,0
2024-04-16,S05,SKU002,Frozen,10,34,0,19.12,0,Rainy,0
2024-04-16,S05,SKU014,Frozen,10,37,0,3.84,0,Hot,0
2024-04-16,S05,SKU004,Frozen,8,44,0,9.78,0,Cold,0
2024-04-16,S05,SKU013,Beverages,3,18,28,16.63,0,Cold,0
2024-04-16,S05,SKU008,Beverages,10,21,43,18.99,0,Rainy,0
2024-04-17,S01,SKU006,Snacks,5,24,47,2.79,0,Cold,0
2024-04-17,S01,SKU018,Dairy,11,44,0,4.05,1,Cold,0
2024-04-17,S01,SKU010,Frozen,5,40,0,4.22,0,Rainy,0
2024-04-17,S01,SKU020,Frozen,10,49,0,1.88,0,Cold,0
2024-04-17,S01,SKU016,Beverages,4,29,44,15.07,0,Cloudy,0
2024-04-17,S01,SKU007,Household,3,29,11,7.17,0,Cloudy,0
2024-04-17,S02,SKU016,Snacks,7,49,0,11.55,0,Sunny,0
2024-04-17,S02,SKU018,Household,10,22,14,16.16,0,Cloudy,0
2024-04-17,S02,SKU019,Beverages,5,31,0,19.74,0,Cloudy,0
2024-04-17,S02,SKU020,Frozen,3,10,32,7.62,0,Cold,0
2024-04-17,S02,SKU017,Dairy,17,39,0,7.78,1,Sunny,0
2024-04-17,S02,SKU009,Frozen,8,46,0,11.16,0,Cold,0
2024-04-17,S03,SKU019,Beverages,13,42,0,3.54,0,Sunny,0
2024-04-17,S03,SKU013,Household,10,31,0,11.64,0,Sunny,0
2024-04-17,S03,SKU012,Beverages,5,44,0,1.22,0,Sunny,0
2024-04-17,S03,SKU010,Snacks,1,23,10,9.74,0,Rainy,0
2024-04-17,S03,SKU011,Dairy,8,48,0,11.73,0,Sunny,0
2024-04-17,S03,SKU001,Dairy,8,22,11,15.28,0,Rainy,0
2024-04-17,S04,SKU019,Dairy,6,45,0,3.96,0,Rainy,0
2024-04-17,S04,SKU001,Dairy,1,36,0,10.79,0,Cold,0
2024-04-17,S04,SKU011,Frozen,8,49,0,12.46,1,Cold,0
2024-04-17,S04,SKU013,Dairy,10,19,10,16.56,0,Cold,0
2024-04-17,S04,SKU004,Beverages,11,43,0,6.65,0,Rainy,0
2024-04-17,S04,SKU007,Snacks,7,25,38,5.57,1,Cold,0
2024-04-17,S05,SKU008,Dairy,23,24,11,6.28,1,Cloudy,0
2024-04-17,S05,SKU020,Beverages,5,34,0,11.15,0,Hot,0
2024-04-17,S05,SKU010,Dairy,8,19,21,4.01,0,Rainy,0
2024-04-17,S05,SKU003,Snacks,9,33,0,9.24,0,Hot,0
2024-04-17,S05,SKU017,Beverages,8,49,0,19.31,0,Rainy,0
2024-04-17,S05,SKU014,Household,9,22,18,12.18,0,Cloudy,0
2024-04-18,S01,SKU011,Beverages,8,24,15,12.25,1,Rainy,0
2024-04-18,S01,SKU002,Frozen,4,15,20,10.43,0,Sunny,0
2024-04-18,S01,SKU015,Household,8,39,0,12.22,0,Cold,0
2024-04-18,S01,SKU014,Beverages,1,20,12,2.99,0,Cloudy,0
2024-04-18,S01,SKU017,Dairy,9,49,0,7.1,1,Rainy,0
2024-04-18,S01,SKU005,Frozen,3,45,0,19.74,0,Rainy,0
2024-04-18,S02,SKU019,Snacks,13,35,0,19.48,0,Cold,0
2024-04-18,S02,SKU013,Dairy,13,44,0,12.56,0,Hot,0
2024-04-18,S02,SKU011,Frozen,13,38,0,8.88,0,Cloudy,0
2024-04-18,S02,SKU004,Household,9,24,23,7.78,0,Hot,0
2024-04-18,S02,SKU016,Dairy,13,23,13,9.42,0,Rainy,0
2024-04-18,S02,SKU002,Snacks,9,26,27,2.55,0,Cold,0
2024-04-18,S03,SKU020,Beverages,5,22,23,17.14,0,Sunny,0
2024-04-18,S03,SKU010,Household,8,8,44,3.86,0,Rainy,0
2024-04-18,S03,SKU012,Snacks,11,22,20,18.18,0,Sunny,0
2024-04-18,S03,SKU014,Dairy,11,30,13,6.92,1,Cloudy,0
2024-04-18,S03,SKU007,Dairy,5,19,44,11.06,0,Hot,0
2024-04-18,S03,SKU008,Beverages,5,21,13,12.15,0,Cloudy,0
2024-04-18,S04,SKU010,Household,8,16,47,7.59,1,Hot,0
2024-04-18,S04,SKU019,Beverages,10,29,17,10.9,0,Hot,0
2024-04-18,S04,SKU013,Household,8,32,0,11.13,0,Rainy,0
2024-04-18,S04,SKU008,Dairy,10,40,0,5.11,0,Cloudy,0
2024-04-18,S04,SKU003,Dairy,7,24,33,17.21,0,Rainy,0
2024-04-18,S04,SKU012,Beverages,10,14,45,13.38,0,Cloudy,0
2024-04-18,S05,SKU019,Beverages,14,15,46,2.03,0,Cloudy,0
2024-04-18,S05,SKU017,Dairy,4,25,15,12.46,0,Cold,0
2024-04-18,S05,SKU016,Household,8,35,0,1.74,0,Rainy,0
2024-04-18,S05,SKU014,Dairy,11,23,22,3.4,0,Hot,0
2024-04-18,S05,SKU007,Frozen,10,29,28,5.61,0,Hot,0
2024-04-18,S05,SKU006,Household,4,47,0,10.37,0,Cold,0
2024-04-19,S01,SKU011,Household,7,37,0,11.41,0,Rainy,0
2024-04-19,S01,SKU007,Frozen,3,12,18,12.81,0,Cloudy,0
2024-04-19,S01,SKU014,Household,4,29,13,19.23,0,Cloudy,0
2024-04-19,S01,SKU013,Snacks,11,30,38,9.36,0,Cold,0
2024-04-19,S01,SKU009,Beverages,13,37,0,5.69,0,Sunny,0
2024-04-19,S01,SKU010,Household,10,44,0,8.31,0,Hot,0
2024-04-19,S02,SKU006,Household,12,32,0,2.1,0,Hot,0
2024-04-19,S02,SKU019,Household,6,45,0,16.66,0,Hot,0
2024-04-19,S02,SKU016,Frozen,14,33,0,2.72,1,Rainy,0
2024-04-19,S02,SKU007,Household,3,23,11,0.52,0,Rainy,0
2024-04-19,S02,SKU015,Beverages,11,24,21,3.64,0,Hot,0
2024-04-19,S02,SKU005,Household,5,49,0,0.65,0,Rainy,0
2024-04-19,S03,SKU007,Dairy,8,32,0,5.22,0,Cloudy,0
2024-04-19,S03,SKU012,Frozen,7,23,43,6.41,0,Cold,0
2024-04-19,S03,SKU015,Frozen,9,13,33,2.25,0,Hot,0
2024-04-19,S03,SKU005,Dairy,13,35,0,8.65,0,Cold,0
2024-04-19,S03,SKU008,Beverages,5,47,0,13.6,0,Hot,0
2024-04-19,S03,SKU003,Snacks,12,47,0,14.6,0,Rainy,0
2024-04-19,S04,SKU014,Household,10,32,0,12.75,0,Hot,0
2024-04-19,S04,SKU009,Snacks,3,26,31,2.78,0,Cloudy,0
2024-04-19,S04,SKU010,Frozen,8,30,40,3.87,0,Hot,0
2024-04-19,S04,SKU006,Snacks,7,34,0,1.87,0,Rainy,0
2024-04-19,S04,SKU019,Beverages,14,37,0,0.55,0,Cold,0
2024-04-19,S04,SKU011,Snacks,7,17,34,0.93,0,Cloudy,0
2024-04-19,S05,SKU007,Household,5,13,26,11.09,0,Cold,0
2024-04-19,S05,SKU001,Frozen,8,34,0,18.09,1,Rainy,0
2024-04-19,S05,SKU008,Frozen,7,42,0,18.8,0,Sunny,0
2024-04-19,S05,SKU010,Beverages,7,19,31,11.32,0,Hot,0
2024-04-19,S05,SKU015,Snacks,8,27,34,10.18,0,Rainy,0
2024-04-19,S05,SKU018,Snacks,0,18,37,7.24,0,Cold,0
2024-04-20,S01,SKU009,Household,12,31,0,12.34,0,Rainy,0
2024-04-20,S01,SKU005,Beverages,4,42,0,15.96,0,Cloudy,0
2024-04-20,S01,SKU001,Frozen,5,22,44,17.24,0,Cloudy,0
2024-04-20,S01,SKU020,Beverages,13,24,34,15.18,0,Cold,0
2024-04-20,S01,SKU017,Beverages,5,31,0,13.53,0,Cold,0
2024-04-20,S01,SKU011,Dairy,11,41,0,9.43,0,Cold,0
2024-04-20,S02,SKU014,Beverages,6,33,0,12.36,0,Sunny,0
2024-04-20,S02,SKU012,Household,2,13,31,5.81,0,Cloudy,0
2024-04-20,S02,SKU003,Household,9,34,0,5.38,1,Sunny,0
2024-04-20,S02,SKU013,Household,10,27,16,2.11,0,Sunny,0
2024-04-20,S02,SKU005,Household,10,43,0,15.23,0,Cold,0
2024-04-20,S02,SKU004,Beverages,5,36,0,15.28,1,Cold,0
2024-04-20,S03,SKU004,Frozen,10,28,38,12.47,0,Rainy,0
2024-04-20,S03,SKU011,Beverages,9,37,0,15.41,0,Cloudy,0
2024-04-20,S03,SKU019,Dairy,8,43,0,10.43,0,Hot,0
2024-04-20,S03,SKU013,Dairy,5,29,22,2.65,1,Sunny,0
2024-04-20,S03,SKU008,Beverages,9,27,20,10,0,Hot,0
2024-04-20,S03,SKU015,Dairy,6,7,40,18.75,0,Cloudy,0
2024-04-20,S04,SKU004,Snacks,6,25,47,16.27,0,Hot,0
2024-04-20,S04,SKU011,Snacks,6,20,32,1.21,0,Cloudy,0
2024-04-20,S04,SKU018,Dairy,9,32,0,3.06,0,Sunny,0
2024-04-20,S04,SKU014,Beverages,5,36,0,18.63,0,Sunny,0
2024-04-20,S04,SKU016,Household,9,12,36,4.21,0,Cold,1
2024-04-20,S04,SKU019,Beverages,6,20,11,18.73,0,Cold,0
2024-04-20,S05,SKU008,Dairy,3,13,39,0.6,0,Rainy,0
2024-04-20,S05,SKU009,Beverages,12,29,46,7.09,0,Sunny,0
2024-04-20,S05,SKU018,Snacks,7,23,27,15.13,0,Sunny,0
2024-04-20,S05,SKU013,Frozen,13,29,46,11,0,Hot,1
2024-04-20,S05,SKU010,Frozen,13,34,0,18.21,0,Sunny,0
2024-04-20,S05,SKU011,Dairy,3,16,39,9.53,0,Cloudy,0
2024-04-21,S01,SKU008,Dairy,10,48,0,2.95,0,Cloudy,0
2024-04-21,S01,SKU010,Frozen,9,36,0,14.05,0,Cold,0
2024-04-21,S01,SKU007,Dairy,9,32,0,13.99,1,Rainy,0
2024-04-21,S01,SKU006,Frozen,4,19,15,5.79,0,Cloudy,0
2024-04-21,S01,SKU015,Frozen,10,34,0,6.42,1,Hot,0
2024-04-21,S01,SKU011,Dairy,6,38,0,12.1,0,Hot,0
2024-04-21,S02,SKU004,Frozen,13,41,0,12.51,1,Cold,0
2024-04-21,S02,SKU006,Household,12,43,0,15.11,0,Cloudy,0
2024-04-21,S02,SKU009,Frozen,8,40,0,12.74,0,Cold,0
2024-04-21,S02,SKU017,Beverages,5,30,49,7.43,0,Sunny,0
2024-04-21,S02,SKU003,Snacks,11,28,34,10.95,0,Hot,0
2024-04-21,S02,SKU019,Snacks,8,36,0,19.27,0,Hot,1
2024-04-21,S03,SKU007,Snacks,8,20,11,6.03,1,Cold,0
2024-04-21,S03,SKU010,Snacks,12,19,14,15.85,1,Cold,0
2024-04-21,S03,SKU011,Frozen,12,29,41,13.45,1,Cold,0
2024-04-21,S03,SKU003,Dairy,7,20,39,4.7,0,Hot,0
2024-04-21,S03,SKU004,Snacks,6,27,21,4.62,0,Rainy,0
2024-04-21,S03,SKU017,Household,10,40,0,0.97,0,Rainy,0
2024-04-21,S04,SKU010,Frozen,10,28,10,4.56,0,Rainy,0
2024-04-21,S04,SKU007,Household,11,28,42,6.25,0,Cold,0
2024-04-21,S04,SKU003,Beverages,2,14,20,4.78,0,Hot,0
2024-04-21,S04,SKU014,Household,10,23,38,17.2,0,Cloudy,0
2024-04-21,S04,SKU012,Beverages,6,45,0,8.65,1,Cloudy,0
2024-04-21,S04,SKU018,Snacks,8,20,26,11.49,0,Cloudy,0
2024-04-21,S05,SKU006,Beverages,13,31,0,5.74,1,Cold,0
2024-04-21,S05,SKU002,Snacks,11,37,0,14.8,1,Cold,0
2024-04-21,S05,SKU013,Beverages,1,23,41,18.09,0,Cold,1
2024-04-21,S05,SKU014,Household,7,47,0,4.83,0,Hot,0
2024-04-21,S05,SKU009,Frozen,5,35,0,4.46,0,Rainy,0
2024-04-21,S05,SKU003,Frozen,9,46,0,8.83,1,Rainy,0
2024-04-22,S01,SKU007,Snacks,8,36,0,11.65,0,Cloudy,0
2024-04-22,S01,SKU020,Frozen,2,38,0,8.82,0,Cloudy,0
2024-04-22,S01,SKU009,Snacks,6,46,0,12.9,0,Cloudy,0
2024-04-22,S01,SKU010,Household,6,19,46,3.52,0,Cold,0
2024-04-22,S01,SKU016,Snacks,12,21,16,4.37,0,Cold,0
2024-04-22,S01,SKU019,Dairy,7,18,23,0.65,0,Sunny,0
2024-04-22,S02,SKU007,Dairy,6,21,26,2.27,0,Sunny,0
2024-04-22,S02,SKU014,Dairy,1,7,23,3.24,0,Sunny,0
2024-04-22,S02,SKU006,Snacks,8,43,0,17.57,0,Sunny,0
2024-04-22,S02,SKU019,Household,9,15,43,17.55,0,Cold,0
2024-04-22,S02,SKU005,Frozen,4,20,48,3.76,0,Sunny,0
2024-04-22,S02,SKU001,Snacks,7,16,41,0.65,0,Rainy,0
2024-04-22,S03,SKU012,Snacks,14,49,0,5.36,1,Hot,0
2024-04-22,S03,SKU019,Dairy,13,25,15,5.08,0,Cold,0
2024-04-22,S03,SKU015,Frozen,13,31,0,17.24,1,Hot,0
2024-04-22,S03,SKU003,Snacks,16,35,0,2.05,0,Rainy,0
2024-04-22,S03,SKU001,Frozen,2,34,0,11.88,0,Cold,0
2024-04-22,S03,SKU008,Frozen,17,26,16,17.64,1,Hot,0
2024-04-22,S04,SKU020,Dairy,8,27,24,14.08,0,Cloudy,0
2024-04-22,S04,SKU009,Snacks,8,22,19,4.39,0,Sunny,0
2024-04-22,S04,SKU003,Frozen,9,27,14,9.27,0,Sunny,0
2024-04-22,S04,SKU004,Dairy,7,14,47,10.79,0,Cold,0
2024-04-22,S04,SKU002,Household,12,29,11,17.59,0,Sunny,0
2024-04-22,S04,SKU001,Household,6,29,32,13.14,0,Cold,0
2024-04-22,S05,SKU002,Frozen,7,43,0,3.97,0,Cold,0
2024-04-22,S05,SKU001,Dairy,10,19,11,15.15,0,Sunny,0
2024-04-22,S05,SKU009,Snacks,0,34,0,11.03,0,Cold,0
2024-04-22,S05,SKU017,Household,11,23,21,3.49,0,Cold,0
2024-04-22,S05,SKU013,Beverages,7,33,0,9.89,0,Cloudy,0
2024-04-22,S05,SKU005,Household,7,14,14,18.85,0,Cold,0
2024-04-23,S01,SKU006,Dairy,8,19,29,12.83,1,Cloudy,0
